LotArea;SalePrice;LivingArea;NumberBedroom;TotalRooms;Neighborhood;YearBuilt;YearRemodAdd;YrSold;MoSold;KitchenQual;Condition1;OverallCond
2308;155000;1548;3;7;NPkVill;1976;1976;2007;7;Gd;Norm;6
11316;214900;1894;4;8;Timber;2002;2003;2010;2;Gd;Norm;5
7390;135000;1098;3;6;NAmes;1955;1955;2008;7;TA;Norm;7
5925;37900;968;2;6;OldTown;1910;1950;2009;5;TA;Norm;6
10382;140000;1095;2;6;NAmes;1958;1958;2006;3;TA;Norm;5
10800;135000;1192;4;6;NAmes;1949;1950;2006;12;TA;Norm;4
2268;173000;1626;2;6;NridgHt;2003;2004;2009;7;Gd;Norm;5
7892;99500;918;2;5;SawyerW;1979;1979;2010;4;TA;Norm;5
11639;182000;1428;3;6;Somerst;2007;2008;2008;12;Gd;Norm;5
2651;165000;1382;3;6;Somerst;2000;2000;2006;4;Gd;Norm;5
4274;199900;1241;1;4;Somerst;2006;2007;2007;11;Gd;Norm;5
8816;139000;1121;3;5;Sawyer;1963;1963;2009;6;TA;Feedr;6
12122;178400;999;3;6;NAmes;1961;2007;2008;7;Ex;Norm;9
12203;336000;2612;4;8;NoRidge;1998;1999;2009;7;Gd;Norm;5
10125;126000;1734;4;8;Mitchel;1977;1977;2009;8;Gd;Norm;5
5310;117000;1635;2;5;OldTown;1910;2003;2006;6;Gd;Feedr;8
10159;395192;1940;3;8;NridgHt;2009;2010;2010;4;Ex;Norm;5
12046;195000;2030;4;8;NWAmes;1976;1976;2007;6;Gd;Norm;6
8125;197000;1576;3;6;Somerst;2006;2006;2006;8;Gd;Norm;5
9452;348000;2392;3;7;NoRidge;1997;1998;2006;6;Gd;Norm;5
17671;168000;1742;4;8;OldTown;1882;1986;2009;11;Gd;Artery;9
9760;187000;1851;3;7;NAmes;1964;1993;2007;7;Gd;Norm;8
12456;337500;1718;3;7;NridgHt;2006;2007;2009;7;Ex;Norm;5
10659;136500;1050;3;6;NAmes;1961;1961;2006;1;TA;Norm;6
11717;185000;1442;2;6;NWAmes;1970;1970;2009;2;TA;PosA;6
5400;86000;691;2;4;OldTown;1920;1950;2007;1;Ex;Norm;6
11957;232000;1574;3;7;Somerst;2006;2006;2008;7;Gd;RRAn;5
11500;136905;1680;4;8;NWAmes;1976;1976;2007;6;TA;Feedr;6
12155;163500;1657;3;7;NAmes;1970;1970;2007;3;TA;PosN;3
2217;88000;1092;3;6;MeadowV;1970;1970;2009;8;TA;Norm;4
12118;240000;1710;3;7;Mitchel;2004;2005;2009;4;Gd;Norm;5
6000;102000;1522;4;7;SWISU;1926;1950;2006;6;TA;Norm;5
21286;135000;1271;4;7;Sawyer;1948;1950;2008;8;TA;Norm;5
7200;85000;1022;2;4;OldTown;1910;2006;2009;6;TA;Norm;4
11664;119200;1082;2;5;NAmes;1948;1950;2007;11;TA;Artery;5
8400;227000;1665;3;6;NWAmes;2001;2001;2009;11;Gd;Norm;6
5814;187500;1360;1;4;StoneBr;1984;1984;2009;8;Gd;Norm;5
9439;87000;1248;2;6;OldTown;1930;1950;2007;3;TA;Norm;5
15498;287000;2898;2;10;Timber;1976;1976;2008;5;Gd;Norm;6
9300;167500;1264;3;6;NAmes;1960;1960;2010;4;TA;Feedr;5
9520;293077;1646;3;7;Timber;2007;2008;2008;4;Gd;Norm;5
9492;105000;1376;3;6;NAmes;1941;1950;2007;4;TA;Artery;5
7082;160000;1928;5;10;SWISU;1916;1995;2006;7;TA;Norm;8
15863;197000;3082;5;12;SWISU;1920;1970;2009;8;TA;Norm;3
14541;310000;2520;5;10;NoRidge;1993;1993;2006;11;Gd;Norm;7
12898;315500;1620;2;6;Timber;2007;2008;2009;9;Ex;Norm;5
1533;97000;1344;3;6;MeadowV;1970;2008;2009;5;TA;Norm;6
1477;80000;630;1;3;MeadowV;1970;1970;2009;4;TA;Norm;4
13125;155000;1803;3;8;Sawyer;1957;2000;2006;1;TA;Norm;4
9130;173000;1632;4;7;NWAmes;1966;2000;2008;7;Gd;Feedr;8
5381;196000;1306;1;5;NridgHt;2005;2005;2009;8;Gd;Norm;5
11839;262280;2329;4;10;SawyerW;1990;1990;2008;5;Gd;Norm;5
9600;278000;2524;4;9;NWAmes;1981;1981;2009;7;Gd;PosN;5
16056;556581;2868;4;11;StoneBr;2005;2006;2006;7;Ex;Norm;5
21750;115000;1771;3;9;Mitchel;1960;2006;2009;11;TA;Norm;4
9500;165000;1977;4;9;NAmes;1964;1978;2007;6;TA;Artery;6
11361;180000;1523;3;7;NWAmes;1976;1976;2008;5;TA;Norm;5
7052;185850;1364;2;6;NridgHt;2005;2005;2006;6;Gd;Norm;5
29959;248000;1850;3;7;NoRidge;1994;1994;2009;1;Gd;Norm;6
11308;335000;2184;3;10;NridgHt;2008;2008;2009;7;Ex;Norm;5
4920;213500;1338;2;6;StoneBr;2001;2001;2010;4;Gd;Norm;5
13600;90000;2337;5;10;OldTown;1900;1950;2007;9;TA;Norm;5
6000;110500;1103;2;5;OldTown;1925;1980;2006;7;Gd;Artery;6
11000;154000;1154;3;6;NAmes;1966;1966;2009;11;TA;Norm;6
9760;167900;1611;4;7;NAmes;1964;1964;2008;6;TA;Norm;6
3964;151400;2521;5;10;MeadowV;1973;1973;2006;6;TA;Norm;4
9600;135000;893;2;4;NAmes;1949;2003;2007;5;Gd;Norm;7
10152;135000;1048;3;6;NAmes;1956;1956;2007;6;TA;Norm;5
11700;154000;1556;4;8;NWAmes;1968;1968;2009;5;TA;RRAn;6
10800;170000;1466;3;7;OldTown;1936;1989;2006;4;Gd;Norm;8
15870;138800;1096;3;6;NAmes;1969;1969;2006;3;TA;Norm;5
11040;145000;1258;3;5;NWAmes;1971;2004;2008;10;Gd;Norm;7
7500;133000;1040;3;5;Sawyer;1963;1963;2010;6;TA;Feedr;5
8800;160000;1251;3;6;NAmes;1964;1964;2006;3;TA;Norm;6
9069;147000;996;2;5;SawyerW;1992;1992;2010;4;Gd;Norm;6
1974;83500;1092;3;6;MeadowV;1973;1973;2010;5;TA;Norm;5
10574;252000;1953;3;9;Somerst;2005;2006;2009;5;Gd;Norm;5
3316;197000;1247;1;4;Somerst;2005;2005;2006;4;Gd;Norm;5
8544;92900;1040;2;6;NAmes;1950;1950;2009;6;TA;Norm;4
2160;160000;1252;2;4;Somerst;1999;2000;2008;3;Gd;Norm;5
8400;136500;1694;4;7;SWISU;1925;1950;2008;6;TA;Norm;5
9230;146000;1200;1;6;NAmes;1965;1998;2006;10;Gd;Feedr;8
5868;129000;936;2;4;NAmes;1956;2000;2010;5;TA;Norm;7
3696;170000;1088;2;5;StoneBr;1986;1986;2007;10;Gd;Norm;5
11880;157000;1601;3;7;NWAmes;1978;1978;2009;4;TA;RRAn;5
8400;60000;438;1;3;SWISU;1920;1950;2009;1;Fa;Norm;5
9758;119500;950;3;5;NAmes;1971;1971;2007;7;TA;Norm;5
7000;135000;1134;2;6;NAmes;1960;2002;2007;4;TA;Norm;7
8910;159500;1194;3;6;NAmes;1959;1959;2006;7;TA;Norm;6
12256;325000;2622;3;9;NoRidge;1994;1995;2010;4;Gd;Norm;5
10357;179900;1442;3;6;SawyerW;1990;1991;2007;5;Gd;Feedr;5
11362;280000;1836;3;7;NridgHt;2004;2005;2009;3;Gd;Norm;5
10480;205000;1964;4;8;NWAmes;1976;1976;2008;9;TA;Norm;6
7100;129900;816;2;5;NAmes;1957;1957;2006;7;TA;Norm;7
8923;134500;1008;2;6;NAmes;1953;2006;2007;5;Gd;Norm;7
5400;117000;833;2;4;OldTown;1954;2000;2006;8;Gd;Norm;7
12085;318000;1734;3;7;NridgHt;2007;2007;2007;11;Ex;Norm;5
9764;130000;894;3;5;Sawyer;1967;2003;2008;5;Gd;Feedr;7
13825;140000;1601;3;6;Sawyer;1958;1987;2008;12;TA;Norm;6
7560;133700;1040;3;6;NAmes;1959;1959;2006;7;TA;Norm;5
10434;115000;1005;2;5;NAmes;1955;1955;2009;11;Fa;Norm;5
7200;140000;936;2;4;OldTown;1980;1980;2007;8;TA;Norm;5
7804;135000;1981;4;7;SWISU;1928;1950;2009;12;Gd;Norm;3
10712;93500;974;3;5;Mitchel;1991;1992;2007;9;TA;Norm;5
9900;117500;2210;5;8;OldTown;1880;1950;2007;5;Fa;Norm;4
9828;239500;2020;3;8;SawyerW;1995;1995;2009;6;Gd;Norm;5
9600;119000;1252;3;6;NAmes;1950;1950;2008;4;TA;Norm;5
6342;94000;1020;2;6;Sawyer;1875;1996;2010;5;TA;Feedr;8
9819;196000;1567;2;5;Mitchel;1977;1977;2009;5;Gd;Norm;5
7350;139000;952;2;4;NAmes;1951;1951;2008;6;TA;Norm;7
10304;197500;1868;4;9;NWAmes;1976;1976;2009;10;Gd;PosN;7
9000;80000;1006;3;5;Sawyer;1959;1959;2008;7;TA;Norm;3
11200;180000;1298;3;5;SawyerW;1985;1985;2006;5;Gd;Norm;5
5700;116900;1111;2;5;OldTown;1926;1950;2008;8;TA;Norm;7
9000;143000;1482;3;7;OldTown;1920;1988;2009;7;TA;Artery;9
8280;124000;932;2;4;NAmes;1950;1950;2007;11;Gd;Norm;5
13700;201800;1820;4;8;NAmes;1965;1988;2008;5;Gd;Norm;6
10768;218000;1437;3;6;Veenker;1976;2004;2007;7;Gd;Norm;8
9350;179900;1265;3;6;NAmes;1965;1999;2008;10;Gd;Norm;8
5001;230000;1314;2;6;NridgHt;2007;2008;2009;7;Gd;Norm;5
11932;235128;1580;3;7;Somerst;2007;2008;2008;6;Gd;Feedr;5
9120;185000;1876;4;8;NWAmes;1974;1974;2008;7;Gd;Norm;6
2280;146000;1456;3;7;NPkVill;1978;1978;2010;7;TA;Norm;5
8724;129000;894;3;5;Sawyer;1968;1968;2007;5;TA;Norm;5
12900;108959;1258;0;6;Sawyer;1969;1969;2008;1;TA;Feedr;4
16157;194000;1432;2;5;Veenker;1978;1978;2007;6;Gd;Feedr;7
9541;233170;1502;3;7;NridgHt;2009;2009;2009;9;Gd;Norm;5
35760;625000;3627;4;10;NoRidge;1995;1996;2006;7;Gd;Norm;5
9880;171000;1118;3;6;Mitchel;1977;1977;2008;7;TA;Norm;6
9120;163000;1261;3;6;NAmes;1958;1958;2008;11;TA;Norm;6
4017;171900;1250;2;5;Somerst;2006;2007;2008;3;Gd;Norm;5
10678;285000;2872;4;9;NoRidge;1992;2000;2007;4;Gd;Norm;5
6951;119500;923;3;5;Mitchel;1984;1985;2008;10;TA;Norm;5
3950;115000;1224;3;5;OldTown;1926;2004;2009;12;TA;Artery;8
11170;250000;2514;4;8;Timber;1990;1991;2006;4;TA;Norm;5
15623;745000;4476;4;10;NoRidge;1996;1996;2007;7;Ex;Norm;5
10800;120000;1130;2;5;OldTown;1920;1950;2006;6;TA;Norm;6
35133;186700;1572;3;5;Timber;1963;1963;2007;5;TA;Norm;4
10615;95000;1699;3;7;OldTown;1900;1970;2009;8;TA;Artery;5
12461;262000;1624;2;5;NoRidge;1994;1995;2006;7;Gd;Norm;5
32463;168000;1622;3;7;Mitchel;1961;1975;2007;3;TA;Norm;4
2645;174000;1441;2;5;Somerst;1999;2000;2007;11;Gd;Norm;5
9600;125000;1472;3;6;OldTown;1925;1994;2007;7;Gd;Norm;8
4500;165000;1224;2;5;Mitchel;1999;1999;2009;6;TA;Norm;5
9364;158000;1352;4;7;Sawyer;1969;1969;2010;3;TA;Norm;7
8850;144000;1690;3;7;OldTown;1916;1950;2006;7;TA;Norm;6
11235;148000;1382;3;6;Sawyer;1963;1979;2006;10;TA;Norm;5
9353;116050;864;3;5;NAmes;1970;1970;2006;7;TA;Norm;5
10140;153500;1074;3;6;NWAmes;1975;1975;2006;7;TA;Norm;6
14684;271900;2196;3;7;SawyerW;1990;1991;2009;6;Gd;Norm;7
8900;107000;1056;2;5;SawyerW;1966;1966;2006;11;TA;Norm;4
7763;140000;1283;3;6;NAmes;1962;1980;2008;10;TA;Norm;7
10182;290000;1660;3;8;Somerst;2006;2006;2006;5;Gd;RRNn;5
11218;189000;1845;3;8;SawyerW;1992;1992;2010;5;Gd;Norm;5
10246;145000;960;0;3;Sawyer;1965;2001;2006;5;TA;Norm;9
10205;134500;999;3;6;NAmes;1962;1962;2006;5;TA;Norm;5
7094;125000;894;3;5;Sawyer;1966;1966;2007;5;TA;Norm;5
8930;112000;1902;4;8;Sawyer;1978;1978;2010;4;TA;RRAe;5
8640;229456;1314;3;6;Somerst;2009;2009;2009;9;Gd;Norm;5
7800;115000;912;2;5;NAmes;1964;1964;2006;11;TA;Norm;5
8250;134000;1211;3;5;Sawyer;1968;1968;2008;8;TA;Feedr;5
10496;143000;1846;3;7;NAmes;1949;1950;2007;1;TA;Artery;6
10680;137900;2136;4;7;NAmes;1951;1951;2006;10;TA;Norm;3
10482;145000;1138;3;6;NAmes;1958;1958;2007;6;TA;Norm;8
14598;214000;1933;4;9;Somerst;2007;2007;2008;1;Gd;Feedr;5
8872;147000;912;2;5;NAmes;1965;2008;2008;12;Gd;Norm;8
8769;367294;1702;1;7;NridgHt;2008;2008;2008;10;Ex;Norm;5
7910;127000;1507;4;7;NAmes;1960;1960;2008;8;TA;Norm;5
18890;190000;2620;4;12;Sawyer;1977;1977;2007;8;TA;Feedr;5
7728;132500;1190;3;6;NAmes;1962;1962;2006;5;TA;Norm;6
9842;101800;1224;2;6;NAmes;1962;1962;2007;3;TA;Norm;5
12160;142000;1188;3;6;NAmes;1959;1959;2010;5;TA;Norm;5
8525;130000;1964;4;7;SWISU;1911;1950;2008;11;TA;Norm;6
2628;175500;1626;2;6;NridgHt;2003;2003;2010;6;Gd;Norm;5
13072;142500;1141;3;6;SawyerW;2005;2005;2006;3;TA;RRAe;5
9037;265900;1484;2;6;Timber;2006;2006;2007;12;Ex;Norm;5
9849;248328;1689;3;7;Somerst;2007;2007;2007;6;Gd;Norm;6
10625;170000;1173;3;6;NWAmes;1974;1974;2010;1;Gd;Norm;6
13891;465000;2076;2;7;NridgHt;2006;2006;2006;9;Ex;Norm;5
12090;178000;1868;3;7;NWAmes;1984;2003;2007;1;TA;Norm;7
8125;186500;1553;3;6;Somerst;2005;2006;2006;3;Gd;Norm;5
12328;169900;1034;3;6;Mitchel;1976;1976;2010;5;TA;Norm;5
9600;129500;2058;3;8;OldTown;1917;1950;2008;4;TA;Norm;5
7200;119000;988;3;6;NAmes;1950;1950;2007;5;TA;Norm;7
11160;244000;2110;3;8;NAmes;1968;1968;2010;4;Ex;Norm;5
3136;171750;1405;2;6;NridgHt;2003;2003;2006;3;Gd;Norm;5
9858;130000;874;3;5;Mitchel;1968;1968;2009;11;TA;Norm;6
17542;294000;2167;3;9;Veenker;1974;2003;2007;7;Gd;Norm;7
14303;301500;1987;2;7;NoRidge;1994;1994;2008;8;Gd;Norm;5
9750;151000;1054;3;6;NAmes;1969;1969;2008;7;TA;Norm;8
9600;128900;1050;2;5;NAmes;1956;1956;2009;6;TA;Norm;6
4060;181000;1337;2;5;NAmes;1998;1999;2008;8;Gd;Norm;5
3735;183900;1452;3;6;Somerst;1999;1999;2006;3;Gd;Norm;5
10120;122000;1889;4;9;OldTown;1910;1950;2007;1;TA;Feedr;4
13214;378500;2018;3;10;Timber;2008;2009;2010;5;Ex;Norm;5
11344;144000;1524;3;7;NAmes;1958;1958;2007;7;TA;Feedr;5
9156;185750;1489;3;7;NWAmes;1968;1968;2009;8;Gd;PosN;7
13526;137000;935;3;5;Sawyer;1965;1965;2006;11;TA;Norm;6
11345;137000;1920;4;10;NAmes;1948;1950;2007;7;TA;Feedr;5
12936;162000;1395;3;6;NWAmes;1972;1972;2009;12;TA;Norm;6
17871;197900;1724;3;7;NWAmes;1967;1976;2009;6;TA;Norm;5
8049;180000;1339;2;6;Timber;1990;1990;2006;7;TA;Norm;5
9400;139000;1824;4;8;Mitchel;1971;1971;2010;4;TA;Norm;5
9638;169000;2447;4;10;SWISU;1919;1990;2010;3;Gd;Feedr;7
9790;143000;1328;3;6;NWAmes;1963;1963;2010;6;TA;Feedr;5
5664;278000;1659;2;5;StoneBr;2000;2000;2009;10;Ex;Norm;5
11065;281000;1970;3;8;NridgHt;2006;2006;2006;10;Ex;Norm;5
14112;180500;1152;3;6;NAmes;1964;1964;2010;4;TA;Norm;7
6600;107500;2372;4;11;OldTown;1892;1965;2009;12;TA;Norm;4
10140;162900;1664;4;8;NWAmes;1976;1976;2006;3;TA;Norm;5
8400;138500;1052;3;5;NAmes;1968;1968;2006;11;TA;Feedr;5
8700;155000;1128;3;6;NAmes;1963;1963;2008;12;TA;Norm;6
7500;154000;1246;3;6;NAmes;1959;1994;2010;5;Gd;Norm;7
10120;290000;2526;4;8;NoRidge;1994;1994;2006;12;Gd;Norm;5
8688;232000;1616;3;7;Somerst;2005;2005;2006;4;Gd;Norm;5
13173;325000;1652;2;6;NridgHt;2006;2007;2009;11;Ex;Norm;5
6955;202500;1368;2;6;NridgHt;2005;2006;2006;9;Gd;Norm;5
12000;147000;1122;2;6;OldTown;1948;2005;2008;5;Gd;Norm;7
7153;179200;1294;3;6;SawyerW;1991;1991;2008;6;Gd;Norm;5
9572;302000;2810;4;9;NoRidge;1990;1990;2007;6;Gd;Norm;5
14774;333168;2599;4;10;NoRidge;1999;1999;2010;5;Gd;Norm;5
11075;206900;2112;4;9;NAmes;1969;1969;2008;6;TA;Norm;5
4230;208900;1352;2;5;Somerst;2006;2007;2007;4;Gd;Norm;5
8400;156500;1478;3;6;NAmes;1957;1957;2009;6;TA;Norm;3
10186;190000;1923;3;8;NoRidge;1992;1992;2010;6;Gd;Norm;5
9986;147000;1795;2;7;Somerst;2006;2007;2007;2;Gd;Norm;5
6600;130500;816;3;5;Mitchel;1982;2008;2008;10;Gd;Norm;9
10440;256000;2792;5;8;OldTown;1920;1950;2008;6;TA;Norm;7
10000;227000;1588;3;7;Somerst;2006;2006;2007;12;Gd;Norm;5
9650;167900;1334;2;6;NWAmes;1977;1977;2009;4;TA;Norm;5
9246;135000;1656;4;8;NWAmes;1973;1973;2008;11;TA;Feedr;5
4118;52500;693;2;4;OldTown;1941;1950;2006;3;Fa;Feedr;4
8294;123000;872;3;5;NAmes;1971;1971;2007;6;TA;Norm;5
13695;155000;1114;3;6;SawyerW;2003;2004;2008;7;Gd;RRAe;5
6000;108500;960;2;5;OldTown;1920;1950;2007;7;Fa;Norm;4
20781;262500;2156;3;9;NWAmes;1968;2003;2006;6;TA;PosN;7
15306;283463;1776;3;7;Timber;2006;2007;2007;5;Gd;Norm;5
16196;215000;1494;3;5;SawyerW;1998;1998;2007;8;Gd;Norm;5
5250;122000;2358;4;8;OldTown;1872;1987;2008;12;TA;Norm;5
11643;200000;2634;6;12;NAmes;1969;1969;2009;8;TA;Artery;5
9247;171000;1716;4;8;NAmes;1962;1962;2008;3;TA;Norm;6
14720;410000;3238;4;9;NoRidge;1995;1996;2010;3;Gd;Norm;5
10192;170000;1920;4;8;NWAmes;1968;1992;2006;9;Gd;Norm;6
9477;110000;892;3;5;NAmes;1966;1966;2008;10;TA;Norm;5
12537;149900;1078;3;6;NAmes;1971;2008;2010;4;TA;Norm;6
2117;177500;1573;3;5;Somerst;2000;2000;2010;6;Gd;Norm;5
16737;315000;1980;3;8;NridgHt;2004;2005;2006;9;Ex;Norm;5
9842;189000;2601;4;8;SWISU;1921;1998;2008;5;TA;Feedr;6
16158;260000;1530;3;7;StoneBr;2005;2005;2009;6;Gd;Norm;5
12513;104900;1738;4;7;NAmes;1920;2007;2009;6;TA;Feedr;4
3180;144152;1200;2;4;Somerst;2005;2005;2006;4;Gd;Norm;5
7500;216000;1674;3;7;Somerst;2000;2000;2010;1;Gd;Norm;5
2665;127000;1475;4;6;MeadowV;1977;1977;2006;7;TA;Norm;6
5400;105000;1374;2;6;OldTown;1920;1950;2009;10;TA;Artery;6
9600;165500;1661;3;8;NAmes;1955;1996;2008;10;Gd;Norm;6
11400;466500;2633;2;8;NoRidge;2001;2002;2007;3;Ex;Norm;5
10625;250000;1958;3;9;Somerst;2005;2005;2008;7;Gd;Norm;5
10991;239000;1571;3;7;Timber;2007;2007;2007;12;Gd;Norm;5
6292;91000;790;2;4;SWISU;1930;1950;2008;4;TA;Norm;5
9735;167500;1394;3;7;Timber;2006;2007;2008;5;Gd;Norm;5
12925;237500;2117;4;7;NAmes;1970;1970;2008;5;TA;Norm;7
7200;157000;1762;4;8;OldTown;1920;1950;2006;10;Gd;Norm;7
25339;112000;1416;3;7;Sawyer;1918;2007;2007;8;Gd;Norm;7
16692;250000;2784;5;12;NWAmes;1978;1978;2006;7;Gd;RRAn;5
8520;136000;2526;5;10;OldTown;1916;1950;2007;8;Gd;Artery;7
8944;124000;1584;4;8;NAmes;1967;1967;2009;4;TA;Norm;5
7838;123000;900;3;6;NAmes;1967;1967;2006;12;TA;Norm;5
10800;163000;1912;3;7;OldTown;1905;2000;2008;4;TA;Norm;7
12665;281213;2482;4;9;Timber;2005;2006;2007;2;Gd;Norm;5
57200;160000;1687;3;7;Timber;1948;1950;2010;6;TA;Norm;5
7200;138000;1904;3;7;NAmes;1950;1982;2009;5;TA;Norm;4
6171;137450;1608;3;7;SWISU;1925;1990;2009;10;Gd;Norm;6
15256;282922;1464;3;6;Somerst;2007;2007;2007;8;Gd;RRAn;5
10410;105000;1214;3;6;OldTown;1915;1950;2006;1;TA;Artery;4
8780;112000;833;3;5;Mitchel;1985;1985;2009;3;TA;Norm;5
7740;125500;1363;3;6;OldTown;1910;1950;2010;6;TA;Norm;7
20544;215000;2093;3;7;NWAmes;1986;1991;2008;11;TA;Norm;6
9600;140000;1668;3;6;NAmes;1950;2005;2009;9;TA;Norm;8
7200;90000;1040;2;6;NAmes;1949;1950;2009;6;TA;Norm;5
10994;257000;1844;2;7;SawyerW;2005;2006;2009;9;Gd;Norm;5
11340;122500;2290;4;11;OldTown;1885;1950;2010;4;TA;Norm;6
16545;340000;2450;3;7;NoRidge;1998;1998;2009;5;Gd;Norm;5
9204;124000;1144;3;6;NAmes;1963;1963;2008;8;TA;Norm;5
11700;179900;1416;3;7;NWAmes;1968;1968;2006;5;TA;Norm;6
4043;127500;1069;2;4;NPkVill;1977;1977;2010;7;TA;Norm;5
9503;144000;1344;2;6;NAmes;1958;1983;2007;6;TA;Norm;5
10721;142000;1252;3;7;NAmes;1959;1959;2008;10;Gd;Norm;6
10944;271000;2127;3;5;NoRidge;1994;1994;2008;8;Gd;Norm;5
10930;140000;1558;3;6;NAmes;1945;1950;2008;4;TA;Artery;6
7200;119000;804;2;4;OldTown;1940;1992;2010;2;Gd;Norm;7
12546;182900;1440;3;7;NWAmes;1981;1981;2007;4;Gd;Norm;7
4928;143750;958;2;5;NPkVill;1976;1976;2009;10;TA;Norm;6
10800;64500;968;4;5;OldTown;1927;2007;2007;8;TA;Norm;6
17400;160000;1126;3;5;Mitchel;1977;1977;2006;5;TA;Norm;5
8400;174000;1537;3;7;NAmes;1962;2005;2008;7;Gd;Norm;9
9000;120500;864;3;5;NAmes;1971;1971;2007;5;TA;Norm;6
12444;394617;1932;2;7;NridgHt;2008;2008;2008;11;Ex;Norm;5
7407;149700;1236;2;6;OldTown;1957;1996;2010;4;TA;Artery;7
11584;197000;1725;3;6;NWAmes;1979;1979;2007;11;TA;Norm;6
11003;310000;2007;3;10;Somerst;2008;2008;2009;4;Ex;Norm;5
8400;129000;913;3;6;Sawyer;1966;1966;2007;5;TA;Norm;5
26142;157900;1188;3;6;Mitchel;1962;1962;2010;4;TA;Norm;7
1533;92000;630;1;3;MeadowV;1970;1970;2006;8;Ex;Norm;7
9000;136000;1792;4;8;NAmes;1974;1974;2009;9;TA;Norm;5
9262;287090;1578;3;7;Somerst;2008;2009;2009;5;Ex;Norm;5
17217;84500;1140;3;6;Mitchel;2006;2006;2006;7;TA;Norm;5
7500;185000;1221;2;6;Somerst;2004;2005;2009;10;Gd;Norm;5
13175;210000;2073;3;7;NWAmes;1978;1988;2010;2;TA;Norm;6
9717;142125;1078;2;5;NAmes;1950;1996;2010;4;Gd;Norm;6
